"","FIPSTXT","State","County","Markets2009","Markets2016","SNAP","WIC","WICCash","Senior","CreditCards","Produce","Animal","Baked","OtherFood","SNAP1000","WIC1000","WICCash1000","Senior1000","CreditCards1000","Produce1000","Animal1000","Baked1000","OtherFood1000","Difference","Increased","Present_2009","Present_2016","Accepts_SNAP","Accepts_WIC","Accepts_WICCash","Accepts_Senior","Accepts_CreditCards","Sells_Produce","Sells_Animal","Sells_Baked","Sells_OtherFood","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","DistrictofColumbia","Florida","Georgia","Hawaii","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","NewHampshire","NewJersey","NewMexico","NewYork","NorthCarolina","NorthDakota","Ohio","Oklahoma","Oregon","Pennsylvania","RhodeIsland","SouthCarolina","SouthDakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","WestVirginia","Wisconsin","Wyoming","Midwest","Northeast","South","West","Markets_2009_norm","Markets_2016_norm","SNAP_norm","WIC_norm","WICCash_norm","Senior_norm","CreditCards_norm","Produce_norm","Animal_norm","Baked_norm","OtherFood_norm"
"628",17065,"IL","Hamilton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.712,0.193,0.519,-0.488,0.406,-0.378,0.539,-0.811,-0.375,0.382,-1.492
"629",17067,"IL","Hancock",0.054,0.054,0,0,0,0,1,1,1,1,1,0,0,0,0,0.054,0.054,0.054,0.054,0.054,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.32,0.483,0.544,1.215,0.555,0.834,-0.874,-0.848,0.031,-0.197,-1.942
"630",17069,"IL","Hardin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.844,0.281,0.569,-0.087,-0.629,0.218,0.958,-1.002,0.405,-0.216,-0.611
"631",17071,"IL","Henderson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.122,1.607,-1.919,-0.315,-0.303,-0.219,-0.383,-0.17,0.28,-0.917,0.603
"632",17073,"IL","Henry",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.271,1.5,-0.415,-1.039,0.355,0.428,-0.153,-0.092,-0.609,-0.622,0.395
"633",17075,"IL","Iroquois",0.034,0.035,0,0,0,0,1,1,0,1,1,0,0,0,0,0.035,0.035,0,0.035,0.035,0.001,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.311,-0.799,-0.404,0.299,1.104,-0.215,-1.133,0.931,0.107,-2.169,0.417
"634",17077,"IL","Jackson",0.069,0.17,5,5,3,5,9,8,6,8,8,0.85,0.85,0.51,0.85,1.53,1.36,1.02,1.36,1.36,0.101,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.275,0.296,0.489,0.138,-0.281,0.126,-0.236,-0.498,0.157,-1.074,1.206
"635",17079,"IL","Jasper",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-3.396,1.256,0.305,-0.477,0.913,2.399,1.136,1.186,-1.946,-1.534,0.996
"636",17081,"IL","Jefferson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.074,1.263,1.186,0.275,-0.498,0.116,-1.584,1.054,0.418,0.769,0.328
"637",17083,"IL","Jersey",0.044,0.045,0,1,0,1,0,1,1,1,1,0,0.045,0,0.045,0,0.045,0.045,0.045,0.045,0.001,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.777,-0.466,-0.735,-0.038,0.164,0.725,-0.149,1.474,2.373,-1.208,0.36
"638",17085,"IL","Jo Daviess",0.227,0.322,0,0,0,0,2,4,3,4,4,0,0,0,0,0.644,1.288,0.966,1.288,1.288,0.095,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.845,1.177,0.405,-0.678,0.091,0.508,0.142,-0.409,-1.235,-0.29,1.044
"639",17087,"IL","Johnson",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.269,0.293,-0.472,-1.054,0.042,2.423,0.374,0.235,-1.135,2.008,-1.306
"640",17089,"IL","Kane",0.021,0.019,6,0,0,0,9,9,9,8,8,0.114,0,0,0,0.171,0.171,0.171,0.152,0.152,-0.002,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.878,-0.639,-0.785,0.087,-0.05,0.568,-1.311,1.064,-1.689,0.474,-0.528
"641",17091,"IL","Kankakee",0.035,0.055,0,0,0,2,4,5,4,5,5,0,0,0,0.11,0.22,0.275,0.22,0.275,0.275,0.02,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.153,-1.484,-0.072,-0.196,-0.984,-1.302,0.402,1.802,1.23,1.81,-0.045
"642",17093,"IL","Kendall",0.01,0.016,0,0,0,0,2,2,2,2,2,0,0,0,0,0.032,0.032,0.032,0.032,0.032,0.006,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.326,1.353,-0.019,-1.317,-0.489,-0.556,0.853,0.15,-0.284,-1.207,1.239
"643",17095,"IL","Knox",0.039,0.039,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.039,0,0.039,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.041,-0.176,-1.953,-0.704,-0.075,-0.093,-1.658,0.567,0.828,0.173,0.474
"644",17097,"IL","Lake",0.018,0.023,2,3,1,0,10,11,10,11,11,0.046,0.069,0.023,0,0.23,0.253,0.23,0.253,0.253,0.005,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.475,0.158,-0.057,-0.563,-0.306,1.291,-0.094,0.276,-0.169,-2.57,-0.777
"645",17099,"IL","LaSalle",0.044,0.072,0,0,0,0,2,1,1,1,1,0,0,0,0,0.144,0.072,0.072,0.072,0.072,0.028,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.465,-1.249,0.863,1.433,0.865,1.563,-1.763,-1.201,0.61,0.543,0.93
"646",17101,"IL","Lawrence",0.061,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.778,-0.468,-0.546,-1.161,0.189,1.012,-0.255,-0.043,0.912,0.956,-1.9
"647",17103,"IL","Lee",0.029,0.029,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.029,0.029,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.109,-2.058,0.61,-0.069,-1.173,0.319,-1.127,0.338,0.767,-0.397,-1.44
"648",17105,"IL","Livingston",0.079,0.055,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0.11,0.055,0.11,0,-0.024,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.633,0.347,1.755,0.273,1.246,1.161,0.364,-0.705,-0.467,0.257,-1.381
"649",17107,"IL","Logan",0.034,0.102,1,2,1,3,1,3,2,3,3,0.102,0.204,0.102,0.306,0.102,0.306,0.204,0.306,0.306,0.068,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.813,0.787,0.776,0.814,0.242,1.407,1.488,-0.806,0.258,-0.599,-0.193
"650",17109,"IL","McDonough",0.031,0.032,1,0,0,0,1,1,1,1,1,0.032,0,0,0,0.032,0.032,0.032,0.032,0.032,0.001,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.696,-0.195,-0.576,1.686,0.756,-1.253,-0.401,-0.895,-2.282,1.351,0.653
"651",17111,"IL","McHenry",0.019,0.026,2,3,2,2,5,5,5,5,5,0.052,0.078,0.052,0.052,0.13,0.13,0.13,0.13,0.13,0.007,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.903,-1.307,-0.835,-0.324,1.65,0.013,0.886,0.23,1.469,-0.874,-0.846
"652",17113,"IL","McLean",0.018,0.023,2,0,1,1,3,3,2,3,3,0.046,0,0.023,0.023,0.069,0.069,0.046,0.069,0.069,0.005,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.551,-0.118,4.235,0.416,-1.12,0.423,-0.774,0.089,0.153,1.494,-1.023
"653",17115,"IL","Macon",0.009,0.019,0,1,0,0,0,1,1,1,1,0,0.019,0,0,0,0.019,0.019,0.019,0.019,0.01,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.152,0.084,-0.879,1.116,1.545,-1,-0.698,-0.106,-0.215,1.107,0.102
"654",17117,"IL","Macoupin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.044,1.937,0.453,1.618,-1.076,0.036,0.433,-1.508,1.069,-0.043,-0.583
"655",17119,"IL","Madison",0.007,0.011,2,2,1,2,2,2,2,2,2,0.022,0.022,0.011,0.022,0.022,0.022,0.022,0.022,0.022,0.004,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.377,0.452,0.457,0.003,-2.399,0.257,1.069,-0.476,-1.15,-0.091,-0.857
"656",17121,"IL","Marion",0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.418,0.08,1.572,0.597,-0.192,-0.901,0.011,-0.079,-0.889,-1.127,0.605
"657",17123,"IL","Marshall",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.726,-1.444,-0.611,-0.294,0.68,0.122,-0.826,0.099,0.086,-0.315,-1.105
"658",17125,"IL","Mason",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1.151,0.043,-0.399,0.431,1.367,-0.128,1.296,3.725,-0.016,0.184
"659",17127,"IL","Massac",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.725,1.854,0.733,0.467,0.392,0.818,1.09,-0.317,0.057,1.244,-0.201
"660",17129,"IL","Menard",0.08,0.16,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.16,0.16,0.16,0,0.08,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.405,-0.056,0.621,-0.703,-0.354,-0.091,0.414,-0.601,1.108,0.368,0.927
"661",17131,"IL","Mercer",0.061,0.064,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0.064,0.064,0.064,0.064,0.003,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.344,1.206,0.251,-1.16,-0.63,1.923,-0.173,0.038,-1.176,0.616,-0.573
"662",17133,"IL","Monroe",0.06,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.366,0.293,1.605,-0.302,-0.012,-4.148,2.034,-0.273,0.447,-1.207,-1.181
"663",17135,"IL","Montgomery",0.068,0.069,0,0,0,0,1,1,0,1,1,0,0,0,0,0.069,0.069,0,0.069,0.069,0.001,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.162,0.319,-0.663,-0.725,-1.337,-0.84,0.033,-1.11,0.801,-0.081,0.967
"664",17137,"IL","Morgan",0.086,0.029,0,0,1,1,1,1,1,1,1,0,0,0.029,0.029,0.029,0.029,0.029,0.029,0.029,-0.057,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.248,0.177,1.033,-0.837,-0.19,-2.037,-0.6,-0.717,0.032,-0.928,-1.166
"665",17139,"IL","Moultrie",0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.802,-0.002,0.118,-1.133,0.082,-0.033,0.655,-0.222,2.434,-1.561,0.502
"666",17141,"IL","Ogle",0.108,0.098,0,0,0,0,1,1,1,1,1,0,0,0,0,0.098,0.098,0.098,0.098,0.098,-0.01,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.267,1.197,0.818,1.824,1.414,0.068,-0.947,-1.081,0.675,0.318,-0.174
"667",17143,"IL","Peoria",0.011,0.011,2,2,1,2,2,2,2,2,2,0.022,0.022,0.011,0.022,0.022,0.022,0.022,0.022,0.022,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.004,1.376,-0.169,-1.246,-0.498,0.703,-0.439,0.669,0.587,0.691,-0.197
"668",17145,"IL","Perry",0.089,0.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.483,1.486,-1.204,1.48,-0.015,-1.543,0.035,0.887,1.092,-2.225,-0.01
"669",17147,"IL","Piatt",0.06,0.06,0,0,0,0,1,1,0,1,1,0,0,0,0,0.06,0.06,0,0.06,0.06,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.574,-0.524,0.392,0.582,0.668,-0.773,-0.326,-1.45,0.706,-0.083,-0.738
"670",17149,"IL","Pike",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.138,0.903,1.389,-0.704,0.694,0.729,0.841,0.25,-0.5,2.802,2.462
"671",17151,"IL","Pope",0.251,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.356,-1.105,1.664,1.208,0.193,0.916,1.942,0.463,0.043,-0.095,1.1
"672",17153,"IL","Pulaski",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.736,1.356,0.319,-0.789,1.886,-0.413,-1.464,0.974,-0.342,0.298,-0.508
"673",17155,"IL","Putnam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.427,0.137,-0.907,-1.412,1.438,0.937,2.037,-1.702,0.637,-0.244,0.908
"674",17157,"IL","Randolph",0.031,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.087,0.612,0.189,-0.626,0.679,-0.838,1.458,0.492,-0.83,-0.363,-1.829
"675",17159,"IL","Richland",0.129,0.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.504,-2.653,0.84,0.574,0.148,-0.845,1.019,-0.705,-2.301,-1.23,-0.696
"676",17161,"IL","Rock Island",0.02,0.021,0,0,1,1,1,2,0,1,2,0,0,0.021,0.021,0.021,0.042,0,0.021,0.042,0.001,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.129,2.226,1.571,0.915,0.039,-0.597,1.065,0.229,0.57,0.859,-0.262
"677",17163,"IL","St. Clair",0.004,0.011,0,1,0,1,2,1,1,1,1,0,0.011,0,0.011,0.022,0.011,0.011,0.011,0.011,0.007,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.039,1.729,-0.613,-0.429,2.695,2.601,-1.629,0.276,1.539,0.983,0.078
"678",17165,"IL","Saline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2.481,-0.496,-1.989,-0.367,-0.032,-1.75,-0.39,0.659,0.318,2.624,0.706
"679",17167,"IL","Sangamon",0.015,0.01,1,1,1,1,2,2,2,2,2,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,-0.005,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.947,-0.369,2.186,-0.462,1.168,0.368,0.108,1.767,0.163,-1.394,0.242
"680",17169,"IL","Schuyler",0.149,0.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.005,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.402,0.995,-0.449,-0.083,0.572,0.909,0.438,1.549,1.682,-0.299,1.009
