FIPSTXT,State,County,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,DIRSALES07,DIRSALES12,PCH_DIRSALES_07_12,PC_DIRSALES07,PC_DIRSALES12,PCH_PC_DIRSALES_07_12,FMRKT09,FMRKT16,PCH_FMRKT_09_16,FMRKTPTH09,FMRKTPTH16,PCH_FMRKTPTH_09_16,FMRKT_SNAP16,PCT_FMRKT_SNAP16,FMRKT_WIC16,PCT_FMRKT_WIC16,FMRKT_WICCASH16,PCT_FMRKT_WICCASH16,FMRKT_SFMNP16,PCT_FMRKT_SFMNP16,FMRKT_CREDIT16,PCT_FMRKT_CREDIT16,FMRKT_FRVEG16,PCT_FMRKT_FRVEG16,FMRKT_ANMLPROD16,PCT_FMRKT_ANMLPROD16,FMRKT_BAKED16,PCT_FMRKT_BAKED16,FMRKT_OTHERFOOD16,PCT_FMRKT_OTHERFOOD16,VEG_FARMS07,VEG_FARMS12,PCH_VEG_FARMS_07_12,VEG_ACRES07,VEG_ACRES12,PCH_VEG_ACRES_07_12,VEG_ACRESPTH07,VEG_ACRESPTH12,PCH_VEG_ACRESPTH_07_12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,PCH_FRESHVEG_FARMS_07_12,FRESHVEG_ACRES07,FRESHVEG_ACRES12,PCH_FRESHVEG_ACRES_07_12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,PCH_FRESHVEG_ACRESPTH_07_12,ORCHARD_FARMS07,ORCHARD_FARMS12,PCH_ORCHARD_FARMS_07_12,ORCHARD_ACRES07,ORCHARD_ACRES12,PCH_ORCHARD_ACRES_07_12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,PCH_ORCHARD_ACRESPTH_07_12,BERRY_FARMS07,BERRY_FARMS12,PCH_BERRY_FARMS_07_12,BERRY_ACRES07,BERRY_ACRES12,PCH_BERRY_ACRES_07_12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,PCH_BERRY_ACRESPTH_07_12,SLHOUSE07,SLHOUSE12,PCH_SLHOUSE_07_12,GHVEG_FARMS07,GHVEG_FARMS12,PCH_GHVEG_FARMS_07_12,GHVEG_SQFT07,GHVEG_SQFT12,PCH_GHVEG_SQFT_07_12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,PCH_GHVEG_SQFTPTH_07_12,FOODHUB16,CSA07,CSA12,PCH_CSA_07_12,AGRITRSM_OPS07,AGRITRSM_OPS12,PCH_AGRITRSM_OPS_07_12,AGRITRSM_RCT07,AGRITRSM_RCT12,PCH_AGRITRSM_RCT_07_12,FARM_TO_SCHOOL09,FARM_TO_SCHOOL13
08091,CO,Ouray,11,11,0,10.4761904762,10.1851851852,1.6648168701,0.8656995788,60,37,-38.3333333333,14.1176470588,8.1318681319,-42.3992673993,0,2,,0,0.411776817,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,-20,3,2,50,0.7058823529,0.6593406593,-6.5934065934,5,4,-20,3,2,-33.3333333333,0.7058823529,0.4395604396,-37.7289377289,2,3,50,,,,,,,0,0,,0,0,,0,0,,1,1,0,0,1,,0,,,0,,,0,4,1,-75,7,14,100,133000,336000,152.6315789474,0,1
08093,CO,Park,24,24,0,8.5106382979,11.4832535885,1.0452299506,1.7043253712,55,132,140,3.3444816054,8.240214745,146.3824208752,0,1,,0,0.0582546895,,0,0,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,1,2,100,18,11,-38.8888888889,1341000,248000,-81.5063385533,0,0
08095,CO,Phillips,13,7,-46.1538461538,3.8922155689,2.1943573668,0.0391654952,0.0423064719,56,88,57.1428571429,12.7912288716,20.0729927007,56.9277893639,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,1,-50,,,,,,,1,0,-100,,0,,,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,2,0,-100,6,3,-50,,,,0,0
08097,CO,Pitkin,6,8,33.3333333333,7.3170731707,9.756097561,0.838677849,0.6076975017,17,18,5.8823529412,1.0749968382,1.0449927431,-2.7910868266,2,1,-50,0.1246649629,0.0563316809,-54.8135421361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,-33.3333333333,,,,,,,3,2,-33.3333333333,,,,,,,0,1,,0,,,0,,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,3,10,233.3333333333,63000,216000,242.8571428571,0,
08099,CO,Prowers,7,10,42.8571428571,1.1006289308,1.808318264,0.0018988231,0.0031421937,5,10,100,0.3925879397,0.8066467694,105.4690650964,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,3,50,,1510,,,,,2,3,50,,1510,,,121.8036621763,,0,2,,0,,,0,,,0,1,,0,,,0,,,0,0,0,0,0,,0,0,,0,0,,0,4,0,-100,2,0,-100,,0,,0,0
08101,CO,Pueblo,37,42,13.5135135135,4.1997729852,4.6979865772,1.0192686443,0.9453719833,502,483,-3.7848605578,3.2361833665,3.0034324943,-7.1921410468,1,4,300,0.0063603521,0.0242243661,280.8651732345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,17.6470588235,1555,1323,17.5359032502,10.0244325398,9.669435877,-3.5413142971,17,17,0,,,,,,,8,12,50,27,20,-25.9259259259,0.1740576711,0.1243657348,-28.5491217015,2,1,-50,,,,,,,0,0,0,2,3,50,,,,,,,0,16,5,-68.75,9,6,-33.3333333333,87000,40000,-54.0229885057,0,1
08103,CO,Rio Blanco,16,18,12.5,5.6140350877,5.750798722,0.1092334383,0.1433721121,17,35,105.8823529412,2.6675035305,5.1546391753,93.2383262583,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,2,1,-50,,,,,,,2,1,-50,,,,,,,1,1,0,,,,,,,0,0,,0,0,,0,0,,1,0,-100,0,0,,0,0,,0,0,,0,0,2,,28,41,46.4285714286,1112000,1490000,33.9928057554,0,1
08105,CO,Rio Grande,20,32,60,5.1282051282,8.4880636605,0.8399718838,0.4169366425,717,444,-38.0753138075,60.4961187985,37.3266078184,-38.2991693356,2,2,0,0.1726966583,0.1742312048,0.8885791445,2,100,0,0,1,50,0,0,2,100,2,100,2,100,1,50,2,100,53,49,-7.5471698113,21712,18648,16.4307164307,1831.9271009112,1825.3047498949,-0.3614964271,53,49,-7.5471698113,21712,,,1831.9271009112,,,0,0,,0,0,,0,0,,0,1,,0,,,0,,,0,0,0,0,1,,0,,,0,,,0,1,0,-100,5,5,0,,,,0,1
08107,CO,Routt,34,61,79.4117647059,5.5737704918,7.634543179,0.1993258098,0.4261730521,68,198,191.1764705882,3.0234315949,8.5197934596,181.7921686747,1,3,200,0.0426093996,0.1217137293,185.6499513145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,200,,27,,,,,3,9,200,,,,,,,0,4,,0,13,,0,0.5593803787,,0,1,,0,,,0,,,0,0,0,2,3,50,,,,,,,0,11,4,-63.6363636364,29,56,93.1034482759,3770000,3401000,-9.7877984085,0,1
08109,CO,Saguache,14,24,71.4285714286,5.7851239669,8.6642599278,,0.0636433065,,70,,,11.0777021681,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,45,42,-6.6666666667,18121,16974,6.7573936609,2947.46258946,2867.7005855357,-2.7061243868,45,41,-8.8888888889,,,,,,,2,2,0,,,,,,,0,0,,0,0,,0,0,,0,0,0,0,1,,0,,,0,,,0,3,2,-33.3333333333,10,14,40,146000,251000,71.9178082192,0,0
08111,CO,San Juan,0,0,,,,,,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,0,0,,0,0,,0,0
08113,CO,San Miguel,15,19,26.6666666667,12.1951219512,14.0740740741,2.328358209,1.7732742242,78,84,7.6923076923,10.6528270964,11.0759493671,3.9719246998,2,3,50,0.2646202699,0.3742048148,41.4119995011,1,33.3333333333,1,33.3333333333,1,33.3333333333,0,0,3,100,3,100,3,100,3,100,3,100,3,3,0,4,3,33.3333333333,0.5462988255,0.5274261603,-3.4546413502,3,3,0,4,3,-25,0.5462988255,0.3955696203,-27.5909810127,0,5,,0,8,,0,1.0548523207,,0,2,,0,,,0,,,0,0,0,2,3,50,,9800,,,1292.194092827,,0,2,5,150,6,9,50,681000,,,0,1
08115,CO,Sedgwick,4,8,100,2.0725388601,3.5398230088,0.0085376439,0.0207380781,6,21,250,2.5,8.8458298231,253.8331929233,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,2,,0,,,0,0,,0,2,,0,,,0,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,1,0,0,0,,0,0,,0,0,,0,1,0,-100,0,4,,0,,,0,1
08117,CO,Summit,5,2,-60,12.1951219512,5.2631578947,2.1877848678,,24,,,0.9021538924,,,2,1,-50,0.0734241345,0.0329228946,-55.1606637256,1,100,0,0,0,0,0,0,1,100,1,100,0,0,1,100,1,100,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,0,0,1,,3,1,-66.6666666667,130000,,,0,1
08119,CO,Teller,16,29,81.25,12.6984126984,23.5772357724,3.3676333022,6.8580542265,36,86,138.8888888889,1.5854141895,3.6794592051,132.0818893595,1,2,100,0.0461148259,0.0831842948,80.3851432849,2,100,0,0,0,0,0,0,2,100,2,100,2,100,2,100,2,100,2,3,50,,3,,,,,2,3,50,,,,,,,0,4,,0,,,0,,,1,0,-100,,0,,,0,,0,0,0,1,4,300,,920,,,39.3616566123,,0,0,0,,1,1,0,,,,0,1
08121,CO,Washington,38,25,-34.2105263158,3.7623762376,3.0339805825,0.0706751784,0.0258253932,92,57,-38.0434782609,18.8408765103,12.0329322356,-36.1339042322,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,1,0,-100,0,0,,0,0,,0,0,,0,1,2,100,5,0,-100,12000,0,-100,0,1
08123,CO,Weld,303,249,-17.8217821782,7.727620505,7.0638297872,0.1431382028,0.0945334005,2203,1759,-20.1543349977,9.2682967874,6.6599272292,-28.1429222439,3,10,233.3333333333,0.0117758352,0.0339061207,187.9296470599,5,50,0,0,0,0,0,0,7,70,8,80,6,60,8,80,8,80,81,66,-18.5185185185,13085,9955,31.4414866901,55.0502330747,49.5424376318,-10.0050356471,79,58,-26.582278481,12840,9755,-24.0264797508,54.0194874039,36.9343889261,-31.6276575341,30,15,-50,59,81,37.2881355932,0.248220386,0.3066822658,23.5524086879,1,4,300,,,,,,,6,7,16.6666666667,6,9,50,,183788,,,695.8582749312,,0,15,14,-6.6666666667,31,50,61.2903225806,605000,647000,6.9421487603,1,1
08125,CO,Yuma,27,13,-51.8518518519,2.7835051546,1.5587529976,0.0226317173,0.007215233,161,83,-48.4472049689,16.4487127094,8.1934846989,-50.1876843273,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6,7,16.6666666667,1926,3925,-50.9299363057,196.7715570086,190.1283316881,-3.3761105627,6,6,0,1926,,,196.7715570086,,,2,0,-100,,0,,,0,,0,0,,0,0,,0,0,,1,2,100,0,0,,0,0,,0,0,,0,1,6,500,6,7,16.6666666667,173000,25000,-85.549132948,0,0
09001,CT,Fairfield,74,99,33.7837837838,23.8709677419,22.5512528474,9.5668499397,10.8701895462,3567,3785,6.1115783572,3.9743821156,4.0470981718,1.8296191476,26,31,19.2307692308,0.0288501656,0.0328328269,13.8046394658,2,6.4516129032,5,16.1290322581,1,3.2258064516,4,12.9032258065,8,25.8064516129,8,25.8064516129,8,25.8064516129,8,25.8064516129,8,25.8064516129,59,90,52.5423728814,376,302,24.5033112583,0.4189424378,0.4020367008,-4.0353364598,59,89,50.8474576271,,278,,,0.2972505394,,23,39,69.5652173913,227,135,-40.5286343612,0.2529253547,0.1443482835,-42.928504062,17,41,141.1764705882,52,60,15.3846153846,0.0579388478,0.0641547927,10.728457931,0,0,0,11,24,118.1818181818,164920,152769,-7.367814698,183.7552841343,163.3477253918,-11.105835045,0,7,15,114.2857142857,11,27,145.4545454545,182000,1059000,481.8681318681,0,1
09003,CT,Hartford,196,254,29.5918367347,24.8101265823,28.2536151279,6.9867197676,6.5928566411,9333,7509,-19.543555127,10.5511515486,8.3698471491,-20.6736145283,31,35,12.9032258065,0.0352338791,0.0392205641,11.3149194773,6,17.1428571429,8,22.8571428571,2,5.7142857143,6,17.1428571429,9,25.7142857143,8,22.8571428571,8,22.8571428571,7,20,8,22.8571428571,190,207,8.9473684211,5030,4353,15.5524925339,5.686520121,5.6066495086,-1.4045604465,184,207,12.5,4937,4284,-13.2266558639,5.5813816774,4.7751265397,-14.4454399337,76,75,-1.3157894737,1069,806,-24.6024321796,1.2085268408,0.8984014918,-25.6614365948,73,84,15.0684931507,259,311,20.0772200772,0.2928049128,0.3466536774,18.3906629388,1,1,0,16,57,256.25,44218,228392,416.5136369804,49.9893731036,254.5753269524,409.2588907347,0,12,48,300,24,30,25,1584000,938000,-40.7828282828,1,1
09005,CT,Litchfield,209,288,37.7990430622,21.3483146067,23.8608119304,4.5995191699,7.1065880167,2181,3289,50.8023842274,11.4870487607,17.545544264,52.7419673187,11,16,45.4545454545,0.0582849392,0.0876371384,50.3598351028,3,18.75,3,18.75,4,25,4,25,5,31.25,5,31.25,5,31.25,5,31.25,5,31.25,123,146,18.6991869919,962,894,7.6062639821,5.0667312736,5.1318983223,1.2861753488,123,141,14.6341463415,925,740,-20,4.8718569939,3.947614094,-18.971059721,53,66,24.5283018868,403,468,16.1290322581,2.1225495876,2.4965991838,17.6226552437,59,85,44.0677966102,120,112,-6.6666666667,0.6320246911,0.5974767277,-5.4662363412,0,0,0,13,31,138.4615384615,62028,122631,97.7026504159,326.6935628285,654.1890053613,100.2454531694,0,21,35,66.6666666667,22,33,50,1895000,717000,-62.1635883905,0,1
09007,CT,Middlesex,75,88,17.3333333333,19.0839694656,16.9884169884,8.5537997955,7.0895731673,4769,3792,-20.486475152,29.0564129435,22.9112792131,-21.1489757608,12,12,0,0.0724191621,0.073471337,1.4528956891,1,8.3333333333,4,33.3333333333,3,25,5,41.6666666667,5,41.6666666667,6,50,5,41.6666666667,6,50,6,50,44,57,29.5454545455,409,351,16.5242165242,2.4919423137,2.4711796409,-0.8331923532,44,57,29.5454545455,,,,,,,16,25,56.25,233,270,15.8798283262,1.4196150589,1.6313410832,14.9143264576,14,35,150,37,55,48.6486486486,0.2254324342,0.3323102207,47.4101194749,0,0,0,4,14,250,,116010,,,700.9328854194,,0,6,13,116.6666666667,7,12,71.4285714286,,,,0,1
09009,CT,New Haven,145,151,4.1379310345,25.3054101222,21.726618705,3.8437226221,4.3382179154,3466,3671,5.9145989613,4.0604593731,4.2492311218,4.6490244411,21,28,33.3333333333,0.0247639757,0.0326768782,31.9532798444,5,17.8571428571,7,25,5,17.8571428571,7,25,10,35.7142857143,8,28.5714285714,6,21.4285714286,8,28.5714285714,7,25,116,133,14.6551724138,1689,1625,3.9384615385,1.978683174,1.9550398705,-1.1949009227,116,133,14.6551724138,1687,1605,-4.8606994665,1.9763401508,1.857808758,-5.9975198464,45,51,13.3333333333,787,736,-6.4803049555,0.9219796672,0.8519297482,-7.5977726545,52,60,15.3846153846,83,81,-2.4096385542,0.0972354668,0.0937585728,-3.5757466836,1,1,0,15,42,180,53560,107476,100.6646751307,62.7461638851,124.404893503,98.2669310761,0,16,34,112.5,11,56,409.0909090909,354000,1067000,201.4124293785,1,1
09011,CT,New London,157,192,22.2929936306,19.7982345523,20.2318229715,2.8291601555,3.4606316181,3114,4095,31.5028901734,11.5048269288,14.9237957098,29.7176898196,14,18,28.5714285714,0.0524678634,0.0667158387,27.1556231656,4,22.2222222222,8,44.4444444444,3,16.6666666667,6,33.3333333333,11,61.1111111111,10,55.5555555556,10,55.5555555556,10,55.5555555556,10,55.5555555556,79,99,25.3164556962,417,432,-3.4722222222,1.5406271128,1.5197125302,-1.3575369724,77,99,28.5714285714,,,,,,,51,51,0,309,301,-2.5889967638,1.1416157742,1.0969627616,-3.9113871479,49,51,4.0816326531,153,290,89.5424836601,0.565266063,1.0568744215,86.9693743661,0,0,0,9,26,188.8888888889,29804,101480,240.4912092337,110.1123512482,369.8331596172,235.8689151806,0,18,39,116.6666666667,11,34,209.0909090909,713000,748000,4.9088359046,0,1
09013,CT,Tolland,119,158,32.7731092437,24.5867768595,27.3356401384,3.2603199106,3.4071891145,1225,1873,52.8979591837,8.1820489186,12.3277212474,50.6678995686,8,10,25,0.0531699244,0.0661734539,24.4565505102,3,30,7,70,1,10,7,70,7,70,7,70,7,70,7,70,7,70,61,89,45.9016393443,1080,988,9.3117408907,7.2135614956,7.1083496781,-1.4585280451,61,83,36.0655737705,1055,973,-7.7725118483,7.0465809054,6.4040965156,-9.1176756283,38,27,-28.9473684211,282,258,-8.5106382979,1.8835410572,1.6981057564,-9.8450362966,37,61,64.8648648649,111,73,-34.2342342342,0.7413938204,0.4804717838,-35.193446372,0,0,0,7,6,-14.2857142857,10360,11206,8.166023166,69.196756569,73.7557097161,6.5883913829,0,11,7,-36.3636363636,9,25,177.7777777778,83000,1088000,1210.843373494,0,1
09015,CT,Windham,124,190,53.2258064516,20.8754208754,27.4566473988,5.2845016498,5.4849362164,2098,2425,15.5862726406,17.894305892,20.5609536891,14.9022142195,5,7,40,0.0425466737,0.0602451115,41.597700358,0,0,0,0,0,0,0,0,1,14.2857142857,0,0,0,0,0,0,0,0,63,114,80.9523809524,550,349,57.5931232092,4.6910716113,4.6633090841,-0.5918163165,61,112,83.606557377,,329,,,2.7895067067,,36,31,-13.8888888889,363,363,0,3.0961072635,3.0777839955,-0.5918163165,42,52,23.8095238095,50,68,36,0.4264610556,0.5765545777,35.1951298096,3,3,0,5,28,460,,58628,,,497.0917908803,,1,11,27,145.4545454545,6,20,233.3333333333,,,,0,1
10001,DE,Kent,91,60,-34.0659340659,11.0303030303,6.9524913094,0.7357078401,0.388150954,1386,1078,-22.2222222222,9.0018120531,6.4315587879,-28.5526208503,2,4,100,0.0126790118,0.0228797611,80.4538200621,2,50,0,0,0,0,0,0,3,75,3,75,3,75,3,75,3,75,54,49,-9.2592592593,17281,16962,1.8806744488,112.2368788522,103.1018250592,-8.1390839503,43,30,-30.2325581395,5562,4717,-15.1923768429,36.1241548623,28.1425443437,-22.0949404879,15,6,-60,,,,,,,17,22,29.4117647059,35,42,20,0.2273184862,0.2505802125,10.2330992596,1,1,0,5,10,100,,68528,,,408.8514476973,,0,6,10,66.6666666667,5,12,140,,,,0,1
10003,DE,New Castle,43,49,13.9534883721,12.3919308357,13.1016042781,0.7373695381,0.6546209319,337,492,45.9940652819,0.6351839112,0.9007508088,41.8094496552,7,16,128.5714285714,0.0130930693,0.0287259846,119.3984009373,9,56.25,1,6.25,0,0,0,0,11,68.75,14,87.5,11,68.75,9,56.25,9,56.25,32,32,0,769,767,0.260756193,1.4494256015,1.4078808373,-2.8662915979,31,29,-6.4516129032,529,312,-41.0207939509,0.9970691069,0.5712078299,-42.7113099784,9,8,-11.1111111111,,19,,,0.0347850922,,6,12,100,21,22,4.7619047619,0.0395811933,0.0402774752,1.7591230879,0,0,0,3,10,233.3333333333,,12059,,,22.0775487861,,0,4,10,150,11,13,18.1818181818,224000,,,1,1
10005,DE,Sussex,82,70,-14.6341463415,5.9679767103,5.766062603,0.209908333,0.2964839887,1782,2731,53.2547699214,9.5179596742,13.4348696606,41.1528323349,7,16,128.5714285714,0.0363170374,0.0726443921,100.0284091462,3,18.75,1,6.25,0,0,0,0,11,68.75,13,81.25,14,87.5,13,81.25,12,75,147,141,-4.0816326531,22038,22954,-3.9905898754,117.7086393377,108.4136424682,-7.8966139799,113,104,-7.9646017699,5388,4679,-13.1588715664,28.7782080385,23.017852487,-20.0163802547,8,7,-12.5,,,,,,,24,23,-4.1666666667,26,33,26.9230769231,0.1388703432,0.1623400581,16.900451487,2,2,0,11,9,-18.1818181818,67429,41863,-37.9154369782,360.1495526773,205.940662249,-42.8180152611,0,9,2,-77.7777777778,8,18,125,,57000,,1,1
11001,DC,District of Columbia,,,,,,,,,,,,,,22,54,145.4545454545,0.0366876398,0.0792753644,116.0819418994,43,79.6296296296,44,81.4814814815,39,72.2222222222,41,75.9259259259,45,83.3333333333,46,85.1851851852,38,70.3703703704,40,74.0740740741,39,72.2222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,2,,,,,,,,,,0,1
12001,FL,Alachua,115,152,32.1739130435,7.5065274151,9.1456077016,0.7374262845,0.6801308857,679,688,1.3254786451,2.7978655459,2.7337494884,-2.2916060978,6,8,33.3333333333,0.024633171,0.0303609922,23.2524718908,4,50,5,62.5,2,25,5,62.5,6,75,6,75,5,62.5,5,62.5,6,75,74,78,5.4054054054,3858,2924,31.9425444596,15.8971506274,15.3296591952,-3.5697682273,73,76,4.1095890411,,2878,,,11.4356555635,,146,242,65.7534246575,1985,2922,47.2040302267,8.1793271113,11.6104883796,41.9491875263,63,109,73.0158730159,809,1978,144.499381953,3.3335393617,7.8595297792,135.7713207001,0,1,,4,8,100,4432,23956,440.523465704,18.2623565527,95.1885214309,421.2280307641,0,11,14,27.2727272727,8,23,187.5,82000,145000,76.8292682927,1,1
12003,FL,Baker,29,29,0,8.4302325581,7.6115485564,,0.9046052632,38,143,276.3157894737,1.4497176866,5.2861156292,264.6306917671,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,30,45,50,155,233,-33.4763948498,5.9133221425,5.7297057519,-3.1051308591,30,38,26.6666666667,,138,,,5.1012864114,,26,32,23.0769230769,102,85,-16.6666666667,3.8913474744,3.1420967026,-19.2542757159,1,18,1700,,20,,,0.7393168712,,0,0,0,0,2,,0,,,0,,,0,0,0,,0,2,,0,,,0,1
12005,FL,Bay,19,9,-52.6315789474,14.2857142857,7.8260869565,0.6959634122,0.9933774834,35,27,-22.8571428571,0.2116786114,0.1570497906,-25.807435352,2,4,100,0.0121383529,0.0217422027,79.1198756346,2,50,3,75,0,0,3,75,3,75,3,75,2,50,3,75,3,75,9,6,-33.3333333333,19,4,375,0.1149112462,0.1105165193,-3.8244532341,9,6,-33.3333333333,19,4,-78.9473684211,0.1149112462,0.0232666356,-79.7525164703,12,7,-41.6666666667,64,27,-57.8125,0.3870694608,0.1570497906,-59.4259412081,4,5,25,12,,,0.0725755239,,,0,0,0,0,0,,0,0,,0,0,,0,0,0,,0,3,,0,,,1,0
12007,FL,Bradford,30,34,13.3333333333,6.2630480167,7.2340425532,1.0203348423,0.3500228276,142,46,-67.6056338028,4.9262792715,1.6953525228,-65.5855376982,0,2,,0,0.0742776499,,0,0,0,0,0,0,0,0,1,50,1,50,1,50,1,50,1,50,30,17,-43.3333333333,193,76,153.9473684211,6.6955767563,7.1131094977,6.2359488446,30,15,-50,186,73,-60.752688172,6.4527320035,2.6904507426,-58.3052458836,47,61,29.7872340426,223,415,86.0986547085,7.7363399827,15.2950281944,97.7036716166,17,16,-5.8823529412,52,20,-61.5384615385,1.8039895924,0.7371097925,-59.1400196752,0,0,0,3,0,-100,600,0,-100,20.8152645273,0,-100,0,2,0,-100,1,6,500,,15000,,1,0
12009,FL,Brevard,81,100,23.4567901235,15.2542372881,19.4931773879,0.5890921554,0.7979822139,275,367,33.4545454545,0.5095244007,0.6703257564,31.5591079703,7,6,-14.2857142857,0.0130510089,0.0103603681,-20.6163432341,1,16.6666666667,0,0,0,0,0,0,4,66.6666666667,4,66.6666666667,4,66.6666666667,3,50,4,66.6666666667,9,13,44.4444444444,,,,,,,8,11,37.5,,112,,,0.2045680782,,220,146,-33.6363636364,4799,1358,-71.7024380079,8.8916639955,2.4803879487,-72.1043445862,1,14,1300,,76,,,0.1388140531,,0,0,0,0,5,,0,125000,,0,228.3125873296,,0,4,2,-50,10,6,-40,31000,17000,-45.1612903226,0,1
12011,FL,Broward,38,43,13.1578947368,6.9469835466,6.9918699187,0.1530997733,0.2636240931,77,125,62.3376623377,0.0447459794,0.0687383111,53.6189663805,3,9,200,0.0016982965,0.0047129499,177.5104313292,2,22.2222222222,0,0,0,0,0,0,6,66.6666666667,5,55.5555555556,5,55.5555555556,5,55.5555555556,5,55.5555555556,19,19,0,768,,,0.4462975608,0.4223281831,-5.3707167096,19,19,0,768,,,0.4462975608,,,66,82,24.2424242424,347,200,-42.3631123919,0.2016474656,0.1099812977,-45.4586263456,1,2,100,,,,,,,3,2,-33.3333333333,2,8,300,,,,,,,1,0,4,,2,17,750,,1379000,,0,1
12013,FL,Calhoun,5,14,180,2.0661157025,6.4220183486,0.3081474177,0.2265975125,50,45,-10,3.5156799325,3.0599755202,-12.9620563035,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,4,9,125,,222,,,,,4,9,125,,,,,,,12,24,100,77,170,120.7792207792,5.414147096,11.5599075207,113.5129931948,2,4,100,,5,,,0.33999728,,0,0,0,1,2,100,,,,,,,0,1,0,-100,1,5,400,,2000,,0,1
12015,FL,Charlotte,18,18,0,7.4380165289,6.338028169,0.0793130272,0.031914585,52,33,-36.5384615385,0.3255249089,0.2026641119,-37.7423643107,1,3,200,0.0063713747,0.0168100188,163.8366066175,1,33.3333333333,0,0,0,0,0,0,3,100,3,100,3,100,3,100,3,100,11,10,-9.0909090909,3068,3442,-10.8657757118,19.205969626,18.8416210672,-1.8970589138,11,10,-9.0909090909,3068,3442,12.1903520209,19.205969626,21.1384810018,10.0620349474,55,49,-10.9090909091,12564,10549,-16.0378860236,78.6518260695,64.7849610946,-17.630696791,0,4,,0,24,,0,0.1473920814,,0,0,0,0,0,,0,0,,0,0,,1,1,3,200,4,2,-50,106000,,,0,1
12017,FL,Citrus,32,44,37.5,7.7858880779,7.8711985689,0.562969141,0.6959732974,81,98,20.987654321,0.5745740349,0.7037398748,22.4802779072,0,1,,0,0.0069627701,,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,9,7,-22.2222222222,25,,,0.1773376651,0.1795254783,1.2336990866,9,7,-22.2222222222,25,,,0.1773376651,,,23,27,17.3913043478,221,210,-4.9773755656,1.5676649595,1.5080140173,-3.8050823159,10,23,130,137,216,57.6642335766,0.9718104048,1.5511001321,59.6093357861,0,0,0,0,0,,0,0,,0,0,,0,0,0,,1,10,900,,6000,,0,1
12019,FL,Clay,32,39,21.875,8.5561497326,9.6774193548,,0.6481581506,43,60,39.5348837209,0.2333709621,0.308735676,32.293955135,1,1,0,0.0053545803,0.0048005146,-10.347509253,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,6,13,116.6666666667,15,26,-42.3076923077,0.0814084752,0.077183919,-5.1893321533,6,13,116.6666666667,,26,,,0.1337854596,,11,11,0,59,66,11.8644067797,0.320206669,0.3396092435,6.0593911506,2,12,500,,28,,,0.1440766488,,1,1,0,0,7,,0,16875,,0,86.8319088612,,0,2,0,-100,2,1,-50,,,,1,0
